Title,Company,Company_Rating,Location,Salary,Date,Description
Bilingual Customer Service Representative,Rich Logistics LLC,,"Monterrey, N. L.+3 ubicaciones",,EmployerActivo hace 2 días,Responsible for maintaining solid customer relationships by representing excellent communication abilities and data entry skills.
nuevo empleoTest Automation,iTjuana,,"Querétaro, Qro.","$60,000 - $65,000 al mes",Postedhace 8 días,"Implementing and testing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time."
Plant Facilities Engineer Specialist,Stellantis,3.3,"Saltillo, Coah.",,Postedhace 30+ días,Seguimiento a EWO's de paros significativos derivados de los análisis de causas raíz para la eliminación de desperdicios y mejorar la disponibilidad y desempeño…
nuevo empleoSenior React Engineer Work,BairesDev,,"Monterrey, N. L.+16 ubicaciones",,Postedhace 3 días,"Work with big data and predictive analytics on a distributed system.
 Familiar with the concepts of basic programming, JavaScript and data structures, types of…"
Salesforce Software Engineer (Marketing Cloud),KAVAK Careers,2.9,Ciudad de México,,Postedhace 30+ días,"Responsible for the iteratively improving our Marketing Cloud data model and architecture.
 We are looking for a talented Marketing Cloud Developer to be…"
iOS Software Engineer (Desarrollador iOS) [Remote Position],iTjuana,,Remoto in México,,EmployerActivo hace 17 días,"Implementing web and mobile experiences based on data insights.
 This position will be working with one of our customers, in the medical device industry."
Production Supervisor-Injection molding,Plastikon Healthcare,,"Monterrey, N. L.",$30 por hora,Postedhace 30+ días,"Uses data to improve productivity.
 You need to have an Engineer degree with your diploma on hand (titulo-cedula) and proof that you have been fully vaccinated…"
"Senior Data Integrations Developer (Guadalajara, Mexico, Mex...",BigCommerce,,"Remoto in Guadalajara, Jal.+1 ubicación",,Postedhace 30+ días,"Connect and explore disparate data sources from production systems, business applications and third party data sources."
Realtor/Real Estate experienced professional,Reliance Fund,,"Saltillo, Coah.","$10,000 al mes",EmployerActivo hace 9 días,"Communication with clients and partners.
 Monitoring and maintenance of database.
 Prior experience in the U.S. is welcome, but not necessary."
Injection Molding Process,Plastikon Industries,,"Monterrey, N. L.",$30 por hora,Postedhace 30+ días,"Devises sampling procedures and designs and develops forms and instruction for recording, evaluating, and reporting quality and reliability data."
nuevo empleoDirector of Operations,TaskUs,3.9,"Tijuana, B.C.",,Postedhace 2 días,Close visual acuity to perform an activity such as: preparing and analyzing data and figures; transcribing; viewing a computer terminal; extensive reading.
nuevo empleoEjecutivo de ventas y recuperación de clientes,Data Voice,3.4,"Tlalnepantla, Méx.","$4,600 al mes",Contratación continua,"Realizar llamadas a clientes que ya cuentan con un registro.
 Experiencia mínima 6 Meses en ventas call center o face to face."
nuevo empleoLIDER DE MERCADOTECNIA,Ana Davila,,"Saltillo, Coah.","$13,000 al mes",Postedhace 2 días,"Creacipon y Gestión de campañas.
 A/B Testing y Diseño de Embudos de Conversión.
 Aportar Ideas creativas para las estrategias de marketing."
ADMINISTRADOR DE DATOS JR,Nukote Coating Systems Mexico.,,"Monterrey, N. L.","$16,000 al mes",EmployerActivo hace 26 días,"CONOCIMIENTO DE BASE DE DATOS INTERMEDIO/AVANZADO.
 EXPERIENCIA EN LA IMPLEMENTACIÓN DE UN ERP (DESEADA)."
Molding Training & Development Leader,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $90,000 al mes",EmployerActivo hace 8 días,"We are looking for our Molding Training & Development Leader who will be key to establish, implement and monitor training and development programs for the…"
nuevo empleoRepresentante de Desarrollo de Ventas,Parkbench.com,,Ciudad de México,,PostedHoy,"Paid internet and cell phone data plans.
 Parkbench.com is looking for 3 full-time, Sales Development Representatives to join our Personalized Outreach Demo…"
Supervisor de Finanzas,Confíe Tijuana,,"Tijuana, B.C.","$33,000 - $34,000 al mes",EmployerActivo hace 9 días,"Join a team that owns the timely and correct compilation and approval of Financial Statements, driving standards and maintaining consistency in data."
Healthcare - Clinical Service Desk / Helpdesk,NTT DATA,3.4,"Remoto temporalmente in Guadalajara, Jal.",,Postedhace 24 días,"This role will temporarily work remotely during the Covid-19 pandemic, but will be expected to return to office once Covid restrictions are lifted."
Regional logistic Manager,Corning Optical Communications,3.8,"Reynosa, Tamps.",,EmployerActivo hace 2 días,"Responsible for best practice sharing and communication for processes, systems, data, and reporting capabilities.
 Fluent in written and spoken English."
nuevo empleoRecepcionista / Auxiliar Administrativo Ingles Indispensable,International Teacher Training Organization,,"Guadalajara, Jal.","$6,600 al mes",Postedhace 2 días,Enrollment of students * Keep a keen eye on your data * Schedule your follow-up activities * Warm up prospects to speed up deal flow * Qualify inbound leads * …
nuevo empleoFinance Analyst Jr - Accounts Receivable,ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 2 días,"Master data (creation and modification of clients and suppliers, update of profits center, cost center, database maintenance)."
Web Front End Applications Architect - JoinMDC-SD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"Deep knowledge of data modeling and query performance tuning.
 With tremendous market success in our Cloud Applications, especially in ERP Cloud, Higher Ed…"
nuevo empleoLead Strategy and Operations Analyst (Remote - Mexico),BigCommerce,,"Remoto in Guadalajara, Jal.+1 ubicación",,Postedhace 1 día,"Expert in SQL query writing for data exploration required.
 Experience with data exploration and analysis in Tableau, Looker preferred."
Senior Technical Recruiter (Remote - Mexico),BigCommerce,,"Remoto in Guadalajara, Jal.+1 ubicación",,Postedhace 19 días,"Using a data-driven approach to optimize the hiring funnel.
 BigCommerce's mission is to help merchants sell more at every stage of growth, from small startups,…"
nuevo empleoFinancial Process Improvement,Charger Logistics Inc,,"Monterrey, N. L.",,Postedhace 5 días,"Collect data and benchmark measures against internal and external data.
 Strong analytical and data analysis skills.
 Execution of process stakeholder analysis."
Service Design Specialist,GM Financial,3.6,"Monterrey, N. L.",,Postedhace 21 días,"Experience and demonstrated proficiency to interpret, investigate, and utilize quantitative and qualitative customer and operational data to drive positive…"
EJECUTIVO DE CUENTA CLAVE LINEA AUTOSERVICIOS,"Rish, SA de CV",,"Lerma de Villada, Méx.","$10,000 - $12,000 al mes",EmployerActivo hace 2 días,"El Ejecutivo de cuenta clave para autoservicios tiene las siguientes responsabilidades:
 Seguimiento a Planes Conjuntos con clientes de acuerdo con los…"
Platform Operations Manager - LATAM,Jellysmack,,Ciudad de México,,Postedhace 30+ días,"Through the power of our data, we maximize reach and revenue so our creators stay focused on their passion—creating the best content for their global fan bases."
Digital Web Tag Developer,iProcess Solutions Inc,,México,"$2,500 - $3,000 al mes",EmployerActivo hace 13 días,"Ensure tag syntax validity and data accuracy.
 Develop event & data collection tags to meet tracking and reporting requirements.
 Job Types: Full-time, Contract."
Molding Manager,Corning Optical Communications,3.8,"Reynosa, Tamps.","$80,000 - $100,000 al mes",EmployerActivo hace 2 días,"We’re looking for a proven leader who’s eager to grow, manage, and inspire a group that includes but not limited to Molding Engineering (Process, Tooling,…"
Production Manager,Juniper Data Center,3.6,"Guadalajara, Jal.+1 ubicación",,Postedhace 30+ días,"Juniper is looking for a leader to join our production team.
 The Production Manager supports the management team and reports to the Operations / General Manager…"
Automation Tester [SDET],iTjuana,,Baja California,"$25,000 - $60,000 al mes",Postedhace 30+ días,"Implementing and testing web and mobile experiences based on data insights.
 When you’re part of the team at ITJuana, you’ll do meaningful work."
IoT Software Engineer,iTjuana,,"Tijuana, B.C.","$30,000 al mes",EmployerActivo hace 3 días,"Must be approachable, show respect for others, and be able to present data effectively to different audiences.
 Fluency in Object-Oriented Design, UML."
Desarrollo de aplicaciones móviles Android / iOS,iTjuana,,"Monterrey, N. L.+1 ubicación","$80,000 al mes",Postedhace 17 días,"From compelling native iOS/Android mobile experiences to timely data-driven insights, the Tijuana SW Center of Excellence offers a range of exciting challenges…"
Mobile Android Developer - Full Remote / Desarrollador Móvil...,Insulet Corporation,,"Remoto in Monterrey, N. L.+1 ubicación","$40,000 - $50,000 al mes",Postedhace 30+ días,"From compelling Android mobile experiences to timely data-driven insights.
 We’ve grown the team up to 200 people in the last year, and we will duplicate our…"
nuevo empleoSoftware Developer,1a Auto Inc,,"Chihuahua, Chih.",,PostedHoy,"Proven experience employing complex data types in Java (e.g., queues, stacks, maps, dictionaries, lists, vectors, iterators, sets)."
Senior Technical Recruiter (Remote - Mexico),BigCommerce,,"Remoto in Guadalajara, Jal.+1 ubicación",,Postedhace 19 días,"Using a data-driven approach to optimize the hiring funnel.
 BigCommerce's mission is to help merchants sell more at every stage of growth, from small startups,…"
Helpdesk Senior Associate (Remote),NTT DATA,3.4,"Remoto temporalmente in Guadalajara, Jal.",,Postedhace 24 días,"NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us.
 All candidates are required to be shift flexible."
Android Developer,iTjuana,,"Remoto in Tijuana, B.C.",,EmployerActivo hace 3 días,"From compelling Android mobile experiences to timely data-driven insights.
 In ITJuana we’ve grown the team up to 180 people in the last year, and we will…"
nuevo empleoPricing Manager,Charger Logistics Inc,,"Monterrey, N. L.",,Postedhace 5 días,"Experience performing data extraction utilizing tools.
 Leverage big data to develop custom analytics/reporting tools including a comprehensive sales-activity…"
Full Stack Engineer,iTjuana,,"Remoto in Tijuana, B.C.",,EmployerActivo hace 2 días,"Our employees are an engaging, diverse group of people who believe in the power of great ideas.
 We hire people with different experiences and perspectives to…"
Production Manager,Juniper Data Center,3.6,"Guadalajara, Jal.+1 ubicación",,Postedhace 30+ días,"Juniper is looking for a leader to join our production team.
 The Production Manager supports the management team and reports to the Operations / General Manager…"
nuevo empleoCountry Trade Compliance Officer,ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 7 días,"Cooperate closely with staff in related domains to ensure seamless connection between overall trade compliance and day-today operations, including master data…"
Healthcare - Clinical Service Desk / Helpdesk Associate,NTT DATA,3.4,"Remoto temporalmente in Guadalajara, Jal.",,Postedhace 24 días,"NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us.
 All candidates are required to be shift flexible."
"nuevo empleoHR Analyst II, Benefits","Arrow Electronics, Inc.",3.5,"Tlaquepaque, Jal.",,Postedhace 6 días,"Research market data trends and provide recommendations.
 Are you an HR professional experienced with bringing the best benefits to your employees?"
nuevo empleoSenior React Engineer Work,BairesDev,,"Monterrey, N. L.+16 ubicaciones",,Postedhace 3 días,"Work with big data and predictive analytics on a distributed system.
 Familiar with the concepts of basic programming, JavaScript and data structures, types of…"
Software Development Engineer in Test II,Indeed,4.3,"Remoto temporalmente in Monterrey, N. L.+6 ubicaciones",,Postedhace 16 días,"Strong understanding of computer science fundamentals, algorithm design and data structures.
 Contratando este rol a distancia en cualquier ciudad del país de…"
Real Estate Call Center Rep.,Reliance Fund,,"Tampico, Tamps.",,EmployerActivo hace 6 días,"The ideal candidate has an idea of how data centers and Call Centers operate.
 Real Estate Call Center Representative (Home Office).
 What we are looking for:"
Desarrollo de aplicaciones móviles Android / iOS,iTjuana,,"Monterrey, N. L.+1 ubicación",,Postedhace 17 días,"From compelling native iOS/Android mobile experiences to timely data-driven insights, the Tijuana SW Center of Excellence offers a range of exciting challenges…"
nuevo empleoFinance Analyst Jr - Accounts Receivable,ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 2 días,"Master data (creation and modification of clients and suppliers, update of profits center, cost center, database maintenance)."
Mobile Android Developer - Full Remote / Desarrollador Móvil...,iTjuana,,"Remoto in Monterrey, N. L.",,EmployerActivo hace 16 días,"From compelling Android mobile experiences to timely data-driven insights.
 We’ve grown the team up to 200 people in the last year, and we will duplicate our…"
Senior Technical Recruiter (Remote - Mexico),BigCommerce,,"Remoto in Guadalajara, Jal.+1 ubicación",,Postedhace 19 días,"Using a data-driven approach to optimize the hiring funnel.
 From sourcing and screening to crafting long-term consultative partnerships with our teams, this…"
Logistics Coordinator/ Auxiliar de Operaciones de Logística,OEC Group,3.2,"Guadalajara, Jal.",,Postedhace 22 días,"Accurate and timely data entry into our system (FreightStream).
 Candidates should have experience in forwarding merchandise, international tems, Incoterms, FMS…"
Web Analytics Specialist II,Juniper Data Center,3.6,+1 ubicaciónRemoto,,Postedhace 30+ días,"Work closely with web developers, data engineers, and IT to ensure seamless tracking implementation, data collection, and multichannel data integration."
Customer Support Specialist (Fleet Area),ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 30+ días,"Maintain and monitor data management system to organize fleets as per various schedules and requests.
 Analyze information, evaluate accuracy, creates reports…"
nuevo empleoTest Automation,iTjuana,,"Querétaro, Qro.",,Postedhace 8 días,"Implementing and testing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time."
Front End Specialist,Juniper Data Center,3.6,"La Paz, B.C.S.",,Postedhace 30+ días,"We are looking for a Front-End Web Developer who is motivated to combine the art of design with the art of programming.
 Managing a daily queue of work."
Healthcare - Clinical Service Desk / Helpdesk Associate,NTT DATA,3.4,"Remoto temporalmente in Guadalajara, Jal.",,Postedhace 24 días,"This role will temporarily work remotely during the Covid-19 pandemic, but will be expected to return to office once Covid restrictions are lifted."
nuevo empleoEjecutivo de ventas TI,Taltere,,"Tlalnepantla, Méx.",,Postedhace 1 día,"Esta posición se enfoca en atender clientes nuevos y dar seguimiento a la cartera generada.
 1 a 2 años de experiencia en ventas de CCTV, Ciberseguridad, Data…"
Machine Learning Engineer,KAVAK Careers,2.9,Ciudad de México,,Postedhace 30+ días,Nos estamos convirtiendo en una Data Driven Company que ha ayudado a miles de clientes a comprar y vender automóviles.
Ingeniero de Ingenieria de la produccion,Stellantis,3.3,"Toluca, Méx.",,Postedhace 30+ días,"Coordinate and promote supplier grant access to team center to get the right the information required as product data, layouts, and specific information for…"
Salesforce Software Engineer (Marketing Cloud),KAVAK Careers,2.9,Ciudad de México,,Postedhace 30+ días,"Responsible for the iteratively improving our Marketing Cloud data model and architecture.
 We are looking for a talented Marketing Cloud Developer to be…"
Tech Transition Solutions Architect (Remote),NTT DATA,3.4,"Remoto in Guadalajara, Jal.",,Postedhace 27 días,"Ensuring compliance with technical and contractual requirements of RFPs.
 Assisting with RFPs/RFIs, and other technical questionnaires."
Collections Associate II,"Arrow Electronics, Inc.",3.5,"Zapopan, Jal.",,Postedhace 25 días,"Contact Customers for payment information on Invoices, independently pull data, build basic reporting, and answer customer questions."
Software Engineer - Mobile Developers IOS / Android Full Rem...,iTjuana,,Remoto in México,,EmployerActivo hace 3 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time."
nuevo empleoSoftware Developer,1a Auto Inc,,"Chihuahua, Chih.",,PostedHoy,"Proven experience employing complex data types in Java (e.g., queues, stacks, maps, dictionaries, lists, vectors, iterators, sets)."
Sr. SCM Engineer,Solera,2.5,Ciudad de México,,Postedhace 30+ días,"They should have no problem rolling up their sleeves to aid the teams to deliver, helping gather requirements or diving deep into data modelling with business…"
Sr QA Automation Engineer,Solera,2.5,Ciudad de México,,Postedhace 9 días,This Senior QA Automation Engineer position will be expected to perform test planning and execution tasks as well as help mentor junior team members.
Immigration Specialist - Admin,LT Global,,"Ciudad Juárez, Chih.",,EmployerActivo hace 6 días,"REMOTE position to help with the following administrative duties: answering phones, assisting with lead follow up, managing calendar, data entry."
Sr. Database Engineer,Solera,2.5,Ciudad de México,,Postedhace 30+ días,This position is responsible for acting as a primary technical resource for the support and administration of SQL Servers in both large scale production and…
.NET / Angular Developer,True Omni,,"Zapopan, Jal.",,EmployerActivo hace 6 días,"Advanced JSON/XML data management and processing.
 Work from Home - International Mobility Plan within 3 Countries- Live and Work Anywhere."
Ingeniero de Controles / Senior Controls Specialist,Spiegel MFG S.A. De C.V.,,"Tlalnepantla, Méx.",,EmployerActivo hace 14 días,"Conocimiento deseable en Redes LAN, WAN y Wireless, Administración de Servidores - UNIX, Windows y Linux.
 Mínimo 5 años de Experiencia en Active Directory, MS…"
Senior Technical Recruiter (Remote - Mexico),BigCommerce,,"Remoto in Guadalajara, Jal.+1 ubicación",,Postedhace 19 días,"Using a data-driven approach to optimize the hiring funnel.
 From sourcing and screening to crafting long-term consultative partnerships with our teams, this…"
Full Stack Engineer,iTjuana,,"Remoto in Tijuana, B.C.",,EmployerActivo hace 2 días,"You will be hired to help enhance our mobile applications within our existing and new SaaS product offerings.
 3+ years experience working full stack development…"
Sr Logistic Supervisor,Corning Optical Communications,3.8,"Reynosa, Tamps.",,EmployerActivo hace 3 días,"Monitor and analyze metrics data such as: Verified pallets, shipped pallets, loaded trucks, shipped trucks, over time, absenteeism; review trends of operation…"
Product Manager – Digital Program Management (Customer Self-...,GM Financial,3.6,"Monterrey, N. L.",,Postedhace 30+ días,"Proficiency in digital technologies, data and analytics.
 The Product Manager – Digital Program Management (Customer Self-Service Solutions) is responsible for…"
nuevo empleoEjecutivo de ventas TI,Taltere,,"Tlalnepantla, Méx.",,Postedhace 1 día,"Esta posición se enfoca en atender clientes nuevos y dar seguimiento a la cartera generada.
 1 a 2 años de experiencia en ventas de CCTV, Ciberseguridad, Data…"
"Ingeniero Equipo, SMT",FOXCONN SAN JERONIMO,4.0,"Ciudad Juárez, Chih.",,EmployerActivo hace 2 días,"Ingeniero de Equipos de SMT y PTH.
 Ingeniero Mecánico, Mecatrónico, Industrial, Ing. en sistemas computacionales o digitales, etc."
nuevo empleoAME Technology process Engineer,Trane Technologies,,"Monterrey, N. L.",,Postedhace 4 días,"Coordinate project tasks for sample preparation inclusive of aligning operations staff, materials prep, data collection, improvement path recommendations."
Oracle Applications Engineer,"Arrow Electronics, Inc.",3.5,"Tlaquepaque, Jal.",,Postedhace 30+ días,"Effective software and data troubleshooting skills.
 Design, develop, test and implement complex processes for applications like Oracle, and other custom…"
Software Engineer - Mobile Developers IOS / Android Full Rem...,iTjuana,,Remoto in México,,EmployerActivo hace 3 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time."
nuevo empleoPROPOSAL SPECIALIST,Green Pace Capital,,"Tijuana, B.C.","$4,000 - $5,000 por semana",Postedhace 2 días,"Apply data program techniques and procedures.
 Comply with data integrity and security policies.
 Compile, verify accuracy and sort information according to…"
Senior Backend Developer JoinMDC-SD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 16 días,"We speed delivery of utility-specific services, increase corporate administration efficiency, and turn business data into business intelligence."
Sr. Applications Developer (Java) - JoinMDC-SD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"Our large data sets and low latency solutions require a deep background in computer science.
 What You'll Bring Bachelor's degree or higher in software…"
Ingeniero de Controles / Senior Controls Specialist,Spiegel MFG S.A. De C.V.,,"Tlalnepantla, Méx.","$15,000 al mes",EmployerActivo hace 14 días,"Conocimiento deseable en Redes LAN, WAN y Wireless, Administración de Servidores - UNIX, Windows y Linux.
 Mínimo 5 años de Experiencia en Active Directory, MS…"
nuevo empleoCostumer Service / Atencion al Cliente / Auxiliar Administra...,Majestic Management,,"Tijuana, B.C.","$4,585 - $14,166 al mes",Postedhace 1 día,"Enter and verifying data.
 Developing and maintaining an excellent relationship with customers by responding courteously and professionally to all inquiries."
Self-Service Channels Specialist,GM Financial,3.6,"Monterrey, N. L.",,Postedhace 30+ días,"Strong analytical skills to propose enhancements based on data and statistics.
 Work with Customer Service, Collections and Customer Experience Operations areas…"
nuevo empleoMarketing Coordinator,Rincon Property Management Inc.,,"Guadalajara, Jal.","$22,500 al mes",PostedHoy,"Analyzing data with me to identify trends, performance, etc.
 Using the latest technology ensures that each member of our team is able to stay up-to-date with…"
Digital Web Tag Developer,iProcess Solutions Inc,,México,"$2,500 - $3,000 al mes",EmployerActivo hace 13 días,"Ensure tag syntax validity and data accuracy.
 Develop event & data collection tags to meet tracking and reporting requirements.
 Job Types: Full-time, Contract."
Real Estate Agent (Realtor),Reliance Fund,,"Apodaca, N. L.","$10,000 al mes",EmployerActivo hace 3 días,"The candidate will manage activities related to property research, outreach, property acquisition, property management, due diligence, property sale, including…"
Sr. Molding Production Supervisor,Corning Optical Communications,3.8,"Apodaca, N. L.",,EmployerActivo hace 12 días,"Assure data driven efficient utilization and achievement of.
 Lead manufacturing activities to achieve efficient operations directing and supervising the…"
Automation Tester [SDET],iTjuana,,Baja California,"$25,000 - $60,000 al mes",Postedhace 30+ días,"Implementing and testing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time."
Healthcare - Clinical Service Desk / Helpdesk Associate,NTT DATA,3.4,"Remoto temporalmente in Guadalajara, Jal.",,Postedhace 24 días,"This role will temporarily work remotely during the Covid-19 pandemic, but will be expected to return to office once Covid restrictions are lifted."
P&L Category Specialist,ABB,3.9,"San Luis Potosí, S. L. P.",,Postedhace 30+ días,"Address any account payable issues by ensuring corrected/ updated data in SAP.
 Manage sourcing activities for assigned buy including aggregation buy data,…"
iOS Developer Full Remote Position,iTjuana,,Remoto in México,"$30,000 - $60,000 al mes",EmployerActivo hace 2 días,"Implementing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time."
Software Engineer - Mobile Developers IOS / Android Full Rem...,iTjuana,,Remoto in México,"$50,000 - $60,000 al mes",EmployerActivo hace 3 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time."
Sr. Accountant,HARVEST TEK DE MEXICO,,"Mexicali, B.C.",,EmployerActivo hace 3 días,"Reconciling various reports and financial data and journal entries.
 Harvest Tek de Mexico is seeking a self directed, experienced Senior Accountant to undertake…"
Backend Software Developer,GEM,,"Remoto in Mexicali, B.C.",,Postedhace 9 días,"Using Scripting language to process data using Python and Shell.
 1 *Must Have such as programming languages, methods, test development, support, algorithms,…"
Sales Development Representative,Lernit,,"Remoto temporalmente in Monterrey, N. L.",,EmployerActivo hace 14 días,Estamos comprometidos con brindar a nuestros clientes las herramientas que necesitan para impulsar y motivar a sus equipos a alcanzar sus objetivos y así lograr…
"Senior Data Solutions Developer (Guadalajara, Mexico, Mexico...",BigCommerce,,"Remoto in Guadalajara, Jal.+1 ubicación",,Postedhace 30+ días,"Connect and explore disparate data sources from production systems, business applications and third party data sources.
 1-3 years experience in a related role."
Cloud Application Engineer JoinMDC-IT,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"They consistently improve data quality and cut months off the clinical trials phase of research, benefiting thousands of lives by bringing better, safer drugs…"
nuevo empleoLeasing Operations Representative,GM Financial,3.6,"Monterrey, N. L.",,PostedHoy,"Analytical and problem solving ability - Use of data.
 The Leasing Operations Representative provides support to our Leasing customers during the life of their…"
Logistics Coordinator/ Auxiliar de Operaciones de Logística,OEC Group,3.2,"Guadalajara, Jal.",,Postedhace 22 días,"Accurate and timely data entry into our system (FreightStream).
 Candidates should have experience in forwarding merchandise, international tems, Incoterms, FMS…"
Sr Logistic Supervisor,Corning Optical Communications,3.8,"Reynosa, Tamps.",,EmployerActivo hace 3 días,"Monitor and analyze metrics data such as: Verified pallets, shipped pallets, loaded trucks, shipped trucks, over time, absenteeism; review trends of operation…"
Product Manager – Digital Program Management (Customer Self-...,GM Financial,3.6,"Monterrey, N. L.",,Postedhace 30+ días,"Proficiency in digital technologies, data and analytics.
 The Product Manager – Digital Program Management (Customer Self-Service Solutions) is responsible for…"
nuevo empleoTest Automation,iTjuana,,"Querétaro, Qro.",,Postedhace 8 días,"Implementing and testing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time."
Specialized Threat Manager,Pinkerton,3.7,Ciudad de México,,Postedhace 30+ días,"Able to analyze complex security situations and data, identify gaps, and recommend solutions.
 The STM will be responsible for implementing the company's global…"
iOS Developer Remote Positions,iTjuana,,"Remoto in Querétaro, Qro.+1 ubicación",,EmployerActivo hace 5 días,"Implementing web and mobile experiences based on data insights.
 Test enthusiastic and practitioner of TDD.
 Write high quality code, using software engineering…"
Machine Learning Engineer,KAVAK Careers,2.9,Ciudad de México,,Postedhace 30+ días,Nos estamos convirtiendo en una Data Driven Company que ha ayudado a miles de clientes a comprar y vender automóviles.
Desarrollo de aplicaciones móviles Android / iOS,iTjuana,,"Monterrey, N. L.+1 ubicación",,Postedhace 17 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time."
Software Category Manager,NTT DATA,3.4,"Guadalajara, Jal.",,Postedhace 27 días,"Responsible for operational success, strategic alignment and integration of activities between various NTT Operating Companies for all matters related to global…"
"Supervisor, Quality Assurance",Flowserve Corporation,3.7,"Santa Clara Ocoyucan, Pue.",,Postedhace 14 días,"Show continual improvement of site metrics through the use of data.
 The Quality Assurance Supervisor will interact with various functional areas within the…"
nuevo empleoNode JS Developer,FreeAgent CRM,,"Guadalajara, Jal.","$50,000 al mes",Postedhace 1 día,"Migrate data from CSV and other systems into FreeAgent CRM.
 Work with members of the Customer Success team in capturing requirements, defining the solutions,…"
Software Development Snr Manager JoinMDC-MGR,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"Strong knowledge of data structures, algorithms, operating systems, and distributed systems fundamentals.
 We’re looking for Snr Manager/Director of Software…"
Senior Backend Developer JoinMDC-SD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 16 días,"We speed delivery of utility-specific services, increase corporate administration efficiency, and turn business data into business intelligence."
Cloud Engineering Manager - CDE - JoinMDC-MGR,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"Manage a team that designs, develops, troubleshoots and debugs software programs for databases, applications, tools, networks etc."
nuevo empleoRuby Fullstack Developer Work,BairesDev,,"Monterrey, N. L.+16 ubicaciones",,Postedhace 3 días,"Design and develop modern web applications for multiple mobile and desktop devices with special attention to responsive design, and varying screen resolutions…"
Helpdesk Senior Associate (Remote),NTT DATA,3.4,"Remoto temporalmente in Guadalajara, Jal.",,Postedhace 24 días,"(Remote). The candidate for this role must be located within a commutable distance to our office located Guadalajara, Mexico."
Android Developer,iTjuana,,"Remoto in Tijuana, B.C.","$35,000 - $45,000 al mes",EmployerActivo hace 3 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time."
ADMINISTRADOR DE DATOS JR,Nukote Coating Systems Mexico.,,"Monterrey, N. L.","$16,000 al mes",EmployerActivo hace 26 días,"CONOCIMIENTO DE BASE DE DATOS INTERMEDIO/AVANZADO.
 EXPERIENCIA EN LA IMPLEMENTACIÓN DE UN ERP (DESEADA)."
Logistics Coordinator/ Auxiliar de Operaciones de Logística,OEC Group,3.2,"Guadalajara, Jal.",,Postedhace 22 días,"Accurate and timely data entry into our system (FreightStream).
 Candidates should have experience in forwarding merchandise, international tems, Incoterms, FMS…"
Technical Sales Representative Monterrey Mexico,TIGER Drylac Canada Inc.,,"Monterrey, N. L.",,Postedhace 15 días,"O Enter and maintains data into CRM.
 Responsible for the promotion of TIGER Drylac’s brand, products, sales, customer service and application field support in a…"
Sr Logistic Supervisor,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $60,000 al mes",EmployerActivo hace 3 días,"Monitor and analyze metrics data such as: Verified pallets, shipped pallets, loaded trucks, shipped trucks, over time, absenteeism; review trends of operation…"
Plant Facilities Engineer Specialist,Stellantis,3.3,"Saltillo, Coah.",,Postedhace 30+ días,Seguimiento a EWO's de paros significativos derivados de los análisis de causas raíz para la eliminación de desperdicios y mejorar la disponibilidad y desempeño…
iOS Developer Remote Positions,iTjuana,,"Remoto in Querétaro, Qro.+1 ubicación","$33,000 - $63,000 al mes",EmployerActivo hace 5 días,"Implementing web and mobile experiences based on data insights.
 Test enthusiastic and practitioner of TDD.
 Write high quality code, using software engineering…"
"Bilingual Consultant, Transaction Services | Corporate Finan...","FTI Consulting, Inc.",3.6,"11000, Colonia Lomas de Chapultepec, CDMX",,Postedhace 30+ días,"Skills and experience in data visualization.
 Analyze and manipulate data using programming software.
 Prior experience in a data analytics role."
Senior Recruitment Business Partner,Solera,2.5,Ciudad de México,,Postedhace 9 días,"Analyze employment data related to the position and create reports based on your findings when needed.
 We are currently hiring for an experienced IT Recruiter."
Senior Software Engineer,Solera,2.5,Ciudad de México,,Postedhace 9 días,Solera is a global leader in data and software services that strives to transform every touchpoint of the vehicle lifecycle into a connected digital experience.
